,Year,Province Code,GDP ($mm),Pop (k),GDP/capita ($),CPI (healthcare),Private health spend/capita ($),Private health spend total ($mm),Public health spend/capita ($),Public health spend total ($mm),Private drug spend/capita ($),Private drug spend total ($mm),Public drug spend/capita ($),Public drug spend total ($mm),Private hospital spend/capita ($),Private hospital spend total ($mm),Public hospital spend/capita ($),Public hospital spend total ($mm),Non-working age pop (k),Working age pop (k),Pct working age (%)
353,1976,Alta.,,1869.3,,31.31903833,139.32319640000003,260.4369903,480.64058319999987,898.4619228,40.18229597,75.11280604,8.145156933,15.22575,15.51328545,28.999,260.3940846,486.7549228,,,
354,1977,Alta.,,1947.7,,33.31870248,150.56782980000003,293.2544876,502.584816,978.862835,41.56721968,80.95868638,8.981560922,17.493,17.25509163,33.607,259.8479019,506.094585,,,
355,1978,Alta.,,2021.8,,35.91685912,167.0303418,337.69710110000005,557.7575845,1127.658109,44.66579305,90.30400509,10.08719583,20.394,17.85761098,36.104,257.6405089,520.8901094,,,
356,1979,Alta.,,2097.6,,37.28406467,185.4921583,389.0818591,663.5681445,1391.877315,52.6074706,110.3475891,11.29083008,23.68325,20.08424054,42.128,278.8236908,584.850815,,,
357,1980,Alta.,,2192.4,,39.60277136,224.891292,493.0536925,757.1831852000001,1660.0552300000006,57.98429943,127.1252999,12.95059453,28.393,24.51276199,53.742,318.6216531,698.5489798,,,
358,1981,Alta.,54545.0,2294.2,23775.1721733066,44.0,253.4696546,581.5095746000002,890.1562539999999,2042.194698,62.62690774,143.6785265,15.09623407,34.63375,28.68889259,65.818,384.8873103,883.0076976,,,
359,1982,Alta.,58366.0,2368.3,24644.681839294008,51.98152425,332.2752229,786.9134548,1082.963468,2564.736898,67.60302392,160.1014022,18.35494697,43.46925,34.71032295,82.203,491.9580754,1165.083648,,,
360,1983,Alta.,60287.0,2390.4,25220.465194109773,57.81062356,301.4116186,720.4870992000001,1213.868663,2901.602519,78.71067889,188.1481178,22.17468107,53.00582544,39.08799285,93.435,556.2539195,1329.656019,,,
361,1984,Alta.,64637.0,2390.1,27043.638341491987,61.47806005,321.0983338,767.4577697999997,1253.82574,2996.771409,91.1657747,217.8955004,25.89173081,61.88387759,39.27907679,93.881,589.5281494,1409.032409,,,
362,1985,Alta.,68934.0,2403.0,28686.641697877654,64.32332564,345.9425151,831.2846423999997,1347.976566,3239.128376,103.0284959,247.5729424,31.92581534,76.71632952,43.79522555,105.238,630.3830481,1514.782728,,,
363,1986,Alta.,59633.0,2430.9,24531.243572339463,67.93533487,374.5847259,910.5911206,1455.360549,3537.886897,113.5417205,276.0125422,37.58760737,91.37303032,48.73998265,118.4837297,678.9218819,1650.414965,,,
364,1987,Alta.,61601.0,2435.3,25295.035519237877,71.95381062,404.67717410000006,985.5208436,1443.080223,3514.370787,123.8579267,301.6344293,42.95582674,104.6114417,51.36398087,125.0880381,687.2134917,1673.588884,,,
365,1988,Alta.,65406.0,2454.4,26648.46805736636,75.58429561,482.7772606,1184.941543,1485.333374,3645.642336,136.8411467,335.8666051,48.35834535,118.6920285,58.93180954,144.6438245,724.4999574,1778.232257,,,
366,1989,Alta.,69126.0,2495.2,27703.590894517474,79.83371824,528.5049295,1318.75034,1615.476936,4031.0139770000014,149.9013505,374.0408951,69.20011299,172.6713743,66.48447689,165.8951915,770.0378711,1921.434688,,,
367,1990,Alta.,75326.0,2547.2,29572.079145728643,84.60046189,558.4719537999998,1422.520773,1698.708276,4326.891964,158.3570916,403.3617996,76.51652791,194.9002983,64.16528389,163.4396295,819.2112325,2086.666998,,,
368,1991,Alta.,75078.0,2592.6,28958.57440407313,89.96766744,580.5154309,1505.059399,1757.8631329999994,4557.481663000001,167.4008046,434.0076786,79.88941596,207.1233769,54.77272937,142.0052023,856.9659424,2221.792183,,,
369,1992,Alta.,76659.0,2632.9,29115.80386645904,92.83140878,601.7060944,1584.236188,1840.709661,4846.417351,171.3745176,451.2131671,85.70105554,225.642909,50.43112546,132.7804633,893.5616414,2352.664701,,,
370,1993,Alta.,82956.0,2667.4,31099.94751443353,95.39030023,644.7755187000001,1719.905168,1799.6708609999994,4800.528439,191.1834913,509.9720214,86.17683159,229.8722171,52.81050315,140.869271,861.3748498,2297.67262,,,
371,1994,Alta.,89925.0,2700.7,33296.92301995779,96.48960739,661.1890727000001,1785.661427,1676.5327109999994,4527.781715,198.0408593,534.8453839,86.73541799,234.2447821,55.79035694,150.6720128,728.5995745,1967.715756,,,
372,1995,Alta.,93647.0,2734.5,34246.48016090693,95.94457275,661.5443012999998,1809.002815,1566.448694,4283.477451,201.9527533,552.2428332,88.33157492,241.5440166,59.69517712,163.2373573,647.0269469,1769.304892,,,
373,1996,Alta.,100561.0,2775.2,36235.58662438743,97.35796767,668.1267132,1854.160534,1609.443836,4466.468986,216.5589852,600.986483,94.54709467,262.3835989,56.13233439,155.7763775,666.1225702,1848.59871,1094.0659999999998,1681.0970000000002,60.575706255405024
374,1997,Alta.,109192.0,2830.1,38582.382247977104,100.0,756.2054479,2140.103765,1746.271152,4942.0451520000015,238.112665,673.8721761,101.6395695,287.6456736,59.81612201,169.282975,728.7624897,2062.438657,1110.37,1719.686,60.76414260980177
375,1998,Alta.,109330.0,2899.5,37706.50112088291,101.5242494,781.4779735000003,2265.857873,1846.544294,5353.966546,247.6829277,718.1447602,108.6552664,315.0407296,63.10503847,182.97003,757.2429375,2195.58955,1130.586,1768.8660000000002,61.00589756854631
376,1999,Alta.,119088.0,2953.3,40323.70568516575,103.482679,867.3672803,2561.556757,2079.122212,6140.178068,270.3053349,798.2805817,126.8509049,374.6230693,68.90238737,203.48632,828.1414582,2445.712902,1143.497,1809.7579999999998,61.27917922324178
377,2000,Alta.,146956.0,3004.9,48905.45442444008,105.8475751,934.7374607,2808.829985000001,2260.584882,6792.921936,292.8086376,879.8723875,145.6888729,437.7863217,75.21187361,226.0071675,907.8639882,2728.076813,1154.904,1850.036,61.56730673233718
378,2001,Alta.,154240.0,3056.7,50459.64602348938,108.6096998,1052.9021810000004,3218.447161,2533.409952,7743.973005,316.9773682,968.9170835,166.8929601,510.1482201,101.5666802,310.4628325,1003.679536,3067.986381,1164.972,1891.767,61.889194229070576
379,2002,Alta.,153803.0,3116.3,49354.362545326185,110.8545035,1070.930593,3337.375278,2713.575429,8456.401944,338.7089216,1055.529451,186.6513121,581.6674567,111.3977667,347.152425,1079.13185,3362.933115,1176.675,1939.6570000000002,62.24230658152297
380,2003,Alta.,173954.0,3161.4,55024.35629784273,112.9330254,1114.2205310000004,3522.4644740000012,2880.244579,9105.521684,364.2766693,1151.613698,209.786053,663.211544,110.0619968,347.946805,1134.764737,3587.412333,1182.6229999999998,1978.748,62.59087745935346
381,2004,Alta.,194487.0,3208.2,60621.84402468674,114.4942263,1210.127752,3882.299182,3101.517151,9950.203582,381.8024878,1224.888433,226.1359806,725.4833473,120.9289797,387.9610875,1256.015325,4029.514452,1191.001,2017.172,62.875506514556456
382,2005,Alta.,225462.0,3280.7,68723.74798061389,117.182448,1297.531675,4256.848496000001,3365.700587,11041.94816,391.4127678,1284.118827,241.32775,791.7307066,179.6838602,589.4938714,1347.165652,4419.684076,1209.76129049,2070.9667096,63.125756990886096
383,2006,Alta.,245928.0,3421.4,71879.34763547085,120.147806,1482.931423,5073.6437350000015,3553.7008170000013,12158.49338,432.1989624,1478.708674,247.2087923,845.7905208,210.2064076,719.1920048,1405.0641,4807.231513,1248.6549999999997,2172.706,63.503419652773715
384,2007,Alta.,260963.0,3514.0,74263.80193511667,123.1316397,1530.719282,5378.995009,3801.207096,13357.55957,443.8844757,1559.823808,250.5873129,880.5715856,221.6090895,778.7412105,1477.686113,5192.634809,1267.001,2247.03,63.94507683551509
385,2008,Alta.,296072.0,3595.8,82338.2835530341,127.0023095,1570.234724,5646.1793590000025,4130.25159,14851.3728,458.2281504,1647.676163,254.7456963,916.0031111,180.3099997,648.3505831,1590.670097,5719.659953,1287.095,2308.66,64.20434951888313
386,2009,Alta.,245688.0,3679.1,66779.37539072055,134.6974596,1592.860227,5860.279318,4270.328483,15710.93136,477.7078703,1757.531204,298.0787896,1096.65929,171.0345108,629.2517005,1754.563756,6455.201477,1307.7289999999998,2371.363,64.45497540159278
387,2010,Alta.,270049.0,3732.6,72348.76493596956,145.9122402,1681.851354,6277.632953,4719.526255,17615.97627,552.1279998,2060.858065,328.2543195,1225.23321,167.7631245,626.188109,2030.089008,7577.455419,1325.342,2407.231,64.4920698708675
388,2011,Alta.,299517.0,3790.2,79024.06205477283,148.8960739,1723.079316,6530.799715,4779.942011,18116.89319,575.8717752,2182.664019,351.1226956,1330.822081,152.0188221,576.1803713,2086.9088,7909.782953,1349.17,2441.021,64.40348794258878
389,2012,Alta.,312482.0,3880.8,80519.99587713873,151.6951501,1758.8308949999994,6825.591789,4909.841447999999,19053.89175,570.8201944,2215.213323,341.6463298,1325.845703,164.4793178,638.3039349,2152.128883,8351.884922,1383.263,2497.492,64.35508142651
390,2013,Alta.,342415.0,3998.0,85646.57328664332,151.14087759999995,1759.328663,7033.708029,4945.967355,19773.73019,558.3381459,2232.20799,338.2525459,1352.316766,180.5243462,721.7273098,2181.124854,8720.028112,1423.8890000000001,2574.0609999999997,64.38371685842921
391,2014,Alta.,376597.0,4108.4,91665.1251095317,152.85912240000005,1815.502589,7458.839883,4987.855165,20492.18396,570.5436873,2344.030814,339.5474666,1395.002245,180.477813,741.4779345,2206.077127,9063.482565,1460.937,2647.479,64.44063382338624
392,2015,Alta.,331251.0,4177.5,79294.07540394973,154.93764430000004,1943.653105,8119.663323999999,5125.599646,21412.33091,591.6227264,2471.519913,368.3411123,1538.754942,176.6713724,738.0494285,2207.898667,9223.556294,1494.6240000000003,2682.9030000000002,64.22269299820468
393,2016,Alta.,314944.0,4236.4,74342.36615994712,157.3579677,2007.918997,8506.299848,5230.623368,22158.8873,611.8180583,2591.891339,386.2947963,1636.490004,170.5904458,722.6852705,2265.150535,9596.029362,,,
394,2017,Alta.,342034.354,4286.1,79800.83385828609,159.2332564,2061.367801000001,8835.298617,5328.517315,22838.73923000001,633.1589672,2713.804177,385.6100976,1652.77655,168.8942417,723.9033518,2301.731255,9865.528593,,,
395,2018,Alta.,362527.0642,4365.1,83051.26210167006,161.2659341,2125.242638,9276.820436,5426.824858,23688.4386,650.9530301,2841.451731,402.6035743,1757.390426,166.3732791,726.2300351,2316.627408,10112.22723,,,
396,1975,B.C.,,2499.6,,31.15004257,155.5638341,388.8425371,397.8750937,994.51625,44.60798491,111.5007362,9.712074362,24.276,16.9901291,42.468,203.265643,508.0765,,,
397,1976,B.C.,,2533.8,,34.52157659,185.9475972,471.1523482,456.6943367,1157.168,50.22606047,127.26234,11.1436776,28.23575,22.33372839,56.589,231.5313299,586.652,,,
398,1977,B.C.,,2569.7,,36.72040313,216.69225950000003,556.8345327000002,496.16083889999993,1274.9855,53.98963988,138.7372856,12.49765537,32.11525,27.49151458,70.645,251.6099465,646.5625826,,,
399,1978,B.C.,,2614.0,,38.91922966,229.4963087,599.9028917999998,552.6060081,1444.511,55.84264996,145.9725753,14.84402436,38.80225,32.3994127,84.692,253.5887966,662.8806071,,,
400,1979,B.C.,,2663.0,,42.97211842,241.5898509,643.351357,617.8099617,1645.22175,69.15561617,184.1607143,17.8087413,47.4245,36.15897919,96.291,271.4109165,722.7645566,,,
401,1980,B.C.,,2743.2,,48.43345789,294.5253714,807.9490676,755.3324117999997,2072.0460000000007,82.45433721,226.1907167,20.55783633,56.39475,43.24036243,118.618,350.0930332,960.3836108,,,
402,1981,B.C.,45999.0,2823.9,16289.174545840859,54.23972406,311.2982868,879.0855048000003,903.4516754,2551.2870000000007,81.2459018,229.4329832,25.02662067,70.6735,50.71225132,143.208,408.509969,1153.604782,,,
403,1982,B.C.,45934.0,2872.9,15988.722197083087,60.16096579,328.2799768000001,943.1221109,1018.868172,2927.12675,74.21972135,213.2273218,31.81553959,91.4035,66.76934965,191.823,451.9543924,1298.428813,,,
404,1983,B.C.,48555.0,2905.5,16711.409395973154,64.84622018,353.448918,1026.937349,1076.857458,3128.7835,75.45417357,219.2302904,37.97604936,110.3385,78.51312487,228.118,466.1198913,1354.300157,,,
405,1984,B.C.,50962.0,2945.6,17301.059206952745,68.12302386,393.5346893,1159.209555,1110.01763,3269.706782,89.31740058,263.0964613,42.07174344,123.928,83.18376174,245.029,470.1543461,1384.903097,,,
406,1985,B.C.,54872.0,2974.3,18448.71062098645,70.14467759,412.5845126,1227.140627,1146.7553369999996,3410.7680240000004,93.72699251,278.7700381,46.31024615,137.7395,85.61542856,254.644,480.000061,1427.653141,,,
407,1986,B.C.,57943.0,3004.1,19287.97310342532,73.00948548,438.47718210000005,1317.231057,1220.615168,3666.85491,94.56921895,284.0957689,53.75366909,161.4816123,98.96300463,297.295158,517.5003021,1554.624727,,,
408,1987,B.C.,64040.0,3050.2,20995.34456756934,76.19047619,473.7220991,1444.928198,1277.427559,3896.358442,112.0933477,341.9026454,53.8937728,164.38463,95.45348281,291.1483951,556.1834445,1696.448495,,,
409,1988,B.C.,70951.0,3115.4,22774.282596135326,79.62058063,512.6606068,1597.12081,1361.650713,4242.02808,121.6226317,378.8979172,59.61549613,185.7235532,97.4062889,303.455364,575.6951732,1793.495988,,,
410,1989,B.C.,77271.0,3197.9,24163.04449795178,82.25543739,554.4236943,1772.980444,1481.217682,4736.7564,131.6995381,421.159319,67.76686083,216.7102889,100.5101215,321.4193075,615.9742004,1969.811576,,,
411,1990,B.C.,81231.0,3290.8,24684.27130181111,84.84238766,603.4832057,1985.950982,1638.003615,5390.365227,141.4239057,465.3997687,77.86922071,256.2531217,106.6558481,350.984558,667.0931294,2195.279409,,,
412,1991,B.C.,83792.0,3373.5,24838.298503038386,89.3264348,640.1546002,2159.538498,1769.0460870000006,5967.81329,150.3849784,507.3183107,89.64134219,302.4018408,113.3417891,382.3544453,707.6988381,2387.396553,,,
413,1992,B.C.,89371.0,3468.4,25767.212547572366,91.99961675,660.5796664,2291.184241,1867.85282,6478.544773,159.2161914,552.232603,98.44846046,341.4630704,112.6066028,390.5698085,742.3181675,2574.689737,,,
414,1993,B.C.,96069.0,3567.4,26929.696697875203,94.83568075,680.3298585,2427.012819,1925.890208,6870.432283,171.9724837,613.4956701,106.9618383,381.5763038,114.736054,409.3100875,751.4593635,2680.760642,,,
415,1994,B.C.,102426.0,3675.7,27865.712653372146,96.94356616,689.1764391,2533.205148,1969.181599,7238.118832999998,180.5436291,663.6240368,103.1751213,379.2406902,116.9573497,429.9000133,749.9589025,2756.623188,,,
416,1995,B.C.,107931.0,3777.0,28575.853852263703,97.73881384,681.5738504,2574.307159,1996.007492,7538.928281,186.1815586,703.2084916,104.3498528,394.1298113,88.46850592,334.1459008,739.7464278,2794.025217,,,
417,1996,B.C.,111201.0,3874.3,28702.21717471543,98.75443135,694.1653876,2689.388301,1984.55945,7688.731045999999,189.2767213,733.3102587,110.3545967,427.5441656,72.70057489,281.6620925,736.4294305,2853.130868,1490.683,2383.593,61.52319128616782
418,1997,B.C.,117135.0,3948.5,29665.69583386096,100.0,731.7515041,2889.353011,2011.534224,7942.631392,197.8968761,781.4045226,118.5193795,467.9789847,79.66459535,314.55916,751.4966875,2967.317737,1514.583,2433.9610000000002,61.64267443332911
419,1998,B.C.,118189.0,3983.1,29672.61680600537,102.8839705,780.7637404,3109.842097,2084.944846,8304.495861,219.3035326,873.5028565,128.6331468,512.3557286,61.48504912,244.899685,786.4329913,3132.42316,1525.857,2457.2200000000003,61.69114508799679
420,1999,B.C.,123964.0,4011.3,30903.697055817316,105.1643192,825.2249820000003,3310.25963,2236.019897,8969.440524,231.5542895,928.8434466,143.524439,575.7256102,71.7516831,287.82054,825.8985801,3312.961662,1531.4079999999997,2479.934,61.82369805300028
421,2000,B.C.,134606.0,4039.2,33324.91582491583,108.1441027,887.9865957999997,3586.753682,2432.623776000001,9825.849091,248.900268,1005.357465,163.4983451,660.4021885,87.95199814,355.255535,866.7670817,3501.043863,1536.5910000000001,2502.607,61.957986730045555
422,2001,B.C.,136852.0,4078.4,33555.31581012162,111.5742071,946.5174512,3860.321259,2652.907664,10819.7433,268.6447482,1095.653368,179.4963536,732.0663648,75.03608175,306.0306825,948.9117955,3870.086466,1545.2530000000002,2533.194,62.11244605727736
423,2002,B.C.,141943.0,4115.4,34490.69349273461,114.9755677,1024.934674,4218.029482,2782.741677,11452.13127,300.6256697,1237.198789,183.0735307,753.4231883,64.99206884,267.469205,1019.807883,4196.93062,1548.223,2567.1899999999996,62.38008456043155
424,2003,B.C.,149754.0,4155.4,36038.40785483949,117.2942416,1074.873479,4466.4970090000015,2870.941064,11929.82237,333.3263403,1385.094275,181.2876886,753.3174224,61.23636283,254.459745,1061.399731,4410.508599,1551.264,2604.106,62.66799826731483
425,2004,B.C.,162300.0,4203.8,38607.92616204386,119.2679889,1164.116023,4893.719085,2909.652227,12231.6164,365.5660841,1536.769263,190.7560886,801.9017807,63.53250399,267.078385,1061.736265,4463.334342,1555.77,2648.0370000000003,62.99150768352444
426,2005,B.C.,174866.0,4260.2,41046.42974508239,122.1232155,1178.796544,5021.96326,3052.058916,13002.52179,369.4625436,1574.001323,200.997162,856.2973553,75.78683455,322.8705587,1078.920994,4596.468849,1578.8597218099999,2681.3862782,62.94038491620112
427,2006,B.C.,188236.0,4241.7,44377.49015724827,125.361694,1381.123162,5858.297685000001,3193.588327,13546.21486,418.77509,1776.31453,213.5944256,906.0015529,85.54110598,362.8389394,1137.793601,4826.168877,1566.917,2674.7739999999994,63.05900935945492
428,2007,B.C.,198325.0,4291.0,46218.83010953158,127.8719939,1369.621567,5877.029709,3347.8932870000012,14365.76992,405.4417021,1739.745478,219.3994496,941.4404054,87.03160854,373.4515879,1195.088963,5128.112398,1579.5520000000001,2711.4360000000006,63.1889070146819
429,2008,B.C.,204405.0,4349.4,46996.13739826183,130.842196,1508.607361,6561.554959,3606.661296,15686.855919999998,435.0490238,1892.207445,224.2099712,975.1815393,87.69321239,381.4139103,1297.102153,5641.631668,1595.248,2754.164,63.32284912861545
430,2009,B.C.,196247.0,4410.7,44493.39107171197,134.0615119,1498.663966,6610.125681,3698.431533,16312.5943,452.1740111,1994.394415,227.5409585,1003.610127,93.52527473,412.5099652,1344.458798,5929.976186,1613.258,2797.421,63.42351554175074
431,2010,B.C.,205114.0,4465.9,45928.92809959919,136.1214908,1614.6598,7210.947951,3838.899541,17144.2336,550.2754149,2457.488182,235.0707692,1049.80819,103.9568191,464.2632534,1455.727954,6501.170406,1631.987,2833.937,63.45724266105377
432,2011,B.C.,216784.0,4499.1,48183.85899402103,137.5299416,1645.584053,7403.71139,3950.635662,17774.45898,540.9325681,2433.730813,235.8575477,1061.155891,148.9220724,670.021104,1592.64201,7165.517782,1652.973,2846.166,63.26078549043142
433,2012,B.C.,221413.0,4546.3,48701.80146492752,137.45329119999997,1690.299761,7684.592901000001,4070.458724,18505.48579,536.5126768,2439.142217,231.7649616,1053.670727,135.632377,616.6241194,1675.902522,7619.138878,1682.6009999999999,2863.6890000000003,62.98944196379473
434,2013,B.C.,228973.0,4590.1,49884.098385656085,135.1058733,1589.282608,7294.935904000001,4043.980857,18562.1997,523.0155725,2400.683842,223.5310985,1026.025848,124.8594268,573.1148826,1720.859315,7898.883647,1712.3450000000003,2877.7360000000003,62.694407529247734
435,2014,B.C.,242044.0,4646.5,52091.68191111589,134.5597394,1759.9677390000006,8177.623219,4167.343097,19363.40134,520.3795782,2417.923936,220.5507185,1024.780533,142.3887512,661.6039218,1759.454518,8175.23856,1744.645,2901.8169999999996,62.45167330248573
436,2015,B.C.,251744.0,4694.7,53623.021705327286,135.2112676,1775.3873219999994,8334.909085,4257.436452,19987.38265,531.6528371,2495.950043,233.5874849,1096.622932,140.064334,657.5598887,1797.597208,8439.177814,1778.8639999999998,2915.835,62.10908045242508
437,2016,B.C.,263706.0,4757.7,55427.20221955987,137.2041774,1841.939348,8763.317475,4395.737013,20913.41337,550.4707992,2618.951802,250.4112447,1191.371062,133.8039009,636.5931996,1836.934536,8739.50629,,,
438,2017,B.C.,278558.7326,4817.2,57825.85996014282,140.7396762,1930.140078,9297.793577,4485.108679,21605.48613,563.2663288,2713.344028,255.0591617,1228.660791,135.5537175,652.9839456,1902.162556,9163.021376,,,
439,2018,B.C.,291220.1626,4880.2,59673.81717962379,143.16299999999995,2006.106178,9790.223632,4590.481622,22402.52393,578.0027838,2820.776176,259.7061252,1267.420973,137.8272473,672.6261989,1962.354535,9576.706332,,,
440,1975,Y.T.,,21.9,,32.15273865,160.45736719999996,3.5153,566.0261092000002,12.4005,73.38415191,1.6077,4.47325178,0.098,21.19317144,0.4643,196.3780354,4.30225,,,
441,1976,Y.T.,,22.5,,36.49335837,192.5853398,4.3272,611.8541101,13.74775,85.63799012,1.9242,4.817748898,0.10825,29.01330722,0.6519,289.7102675,6.5095,,,
442,1977,Y.T.,,22.8,,38.98519561,197.1888957,4.5034,612.9915053999998,13.9995,85.61607847,1.9553,4.65233383,0.10625,32.69988615,0.7468,308.6412996,7.04875,,,
443,1978,Y.T.,,23.7,,41.15550547,200.4928183,4.7599,698.5068026,16.58325,85.28705615,2.0248,5.138789436,0.122,35.76091993,0.849,335.1059349,7.95575,,,
444,1979,Y.T.,,24.0,,43.07314551,228.9995832,5.4937,768.9974990000003,18.44825,95.69820759,2.2958,4.835348062,0.116,43.24301792,1.0374,359.4310129,8.62275,,,
445,1980,Y.T.,,24.3,,47.92256215,251.8585526,6.1252,821.2171053,19.972,103.6225329,2.5201,5.828536184,0.14175,49.76973684,1.2104,344.0275493,8.36675,,,
446,1981,Y.T.,500.0,23.9,20920.50209205021,52.94714783,257.9801699,6.1665,919.8113208,21.98625,104.6856043,2.5023,9.005145798,0.21525,52.89294231,1.2643,385.9034431,9.22425,,,
447,1982,Y.T.,493.0,24.5,20122.448979591838,59.60357143,276.322027,6.7616,1241.642828,30.38300000000001,110.7560278,2.7102,14.7323253,0.3605,58.3857785,1.4287,658.18349,16.10575,,,
448,1983,Y.T.,470.0,23.6,19915.254237288136,65.23214286,282.660061,6.6753,1328.453167,31.37275,112.0511518,2.6462,19.66886856,0.4645,61.22544038,1.4459,606.7814194,14.32975,,,
449,1984,Y.T.,478.0,23.9,20000.0,68.83035714,287.6923720000001,6.8793,1297.622533,31.02875,112.9056541,2.6998,19.91677819,0.47625,63.60404818,1.5209,567.2047508,13.563,,,
450,1985,Y.T.,515.0,24.4,21106.55737704918,70.58928571,278.8933585,6.7944,1351.178773,32.91741727,108.4475823,2.642,21.51057479,0.524040623,62.70421148,1.5276,571.4703599,13.92216091,,,
451,1986,Y.T.,661.0,24.5,26979.591836734693,73.95535714,229.5098531,5.618171695,1510.291877,36.97043487,101.8505658,2.4932,27.33892194,0.66922947,25.57178377,0.625971695,587.0644388,14.3707504,,,
452,1987,Y.T.,919.0,25.7,35758.75486381323,76.94642857,219.5237004,5.641759101,1521.492775,39.10236433,94.95330739,2.4403,43.09555948,1.107555879,28.51980937,0.732959101,611.6278571,15.71883593,,,
453,1988,Y.T.,1005.0,26.6,37781.954887218046,79.54464286,196.02642,5.215870983,1524.925515,40.5752181,79.90453999,2.1261,63.1210466,1.679524808,34.52611933,0.918670983,607.9949895,16.17753068,,,
454,1989,Y.T.,1068.0,27.1,39409.594095940956,82.91071429,194.6139432,5.276178614,1632.099463,44.24784854,78.35933754,2.1244,76.1730818,2.065128421,35.45345485,0.961178614,654.0415433,17.73172028,,,
455,1990,Y.T.,1107.0,27.8,39820.14388489209,87.04464286,180.8098101,5.021811665,1747.9507030000002,48.54758283,71.66054583,1.9903,82.41353357,2.288953481,34.4895105,0.957911665,693.5094992,19.26153283,,,
456,1991,Y.T.,1009.0,28.9,34913.49480968858,93.11607143,210.0369585,6.07153836,1954.706884,56.50471189,86.15560245,2.4905,96.1766967,2.780179772,33.1490075,0.95823836,717.1415137,20.73040974,,,
457,1992,Y.T.,1182.0,30.1,39269.10299003322,98.0,230.02815530000004,6.926607812,2011.976924,60.58464912,114.2701979,3.4409042,111.723492,3.36421779,31.28000838,0.941903612,724.0924354,21.80387142,,,
458,1993,Y.T.,957.0,30.4,31480.263157894737,99.14285714,347.9006238,10.56121924,2290.106957,69.52077690000002,153.3158682,4.65420981,125.7562652,3.817582941,30.52175609,0.92654895,841.4130842,25.542777,,,
459,1994,Y.T.,992.0,29.7,33400.673400673404,100.4910714,334.47129680000006,9.932125158,2831.13854,84.07065895,136.2395422,4.045633204,127.2735434,3.779387871,33.55874726,0.996527,880.0785879,26.13393367,,,
460,1995,Y.T.,1132.0,30.4,37236.84210526316,98.98214286,346.0931145,10.53680487,2799.504526,85.23091531,142.6949837,4.34434878,111.5981824,3.397606663,36.14100838,1.100313,884.2497547,26.92098378,,,
461,1996,Y.T.,1222.0,31.4,38917.1974522293,99.82142857,580.9439927,18.23176532,2930.952069,91.98206877,170.3293724,5.345446695,109.427419,3.43416069,32.89790651,1.032435,1108.682201,34.79377352,10.911,20.471999999999998,65.19745222929936
462,1997,Y.T.,1185.0,31.8,37264.15094339623,100.0,543.3825864,17.27467581,2705.477386,86.00983159,210.1838832,6.681955831,124.3967604,3.954697411,49.99040609,1.589245,872.7354526,27.74513277,11.084,20.707,65.11635220125787
463,1998,Y.T.,1130.0,31.1,36334.40514469453,100.7321429,524.5648624,16.33599894,2818.35086,87.76908247,201.3737996,6.271182866,140.3539691,4.370903307,57.35806949,1.786245,784.3296445,24.42559379,10.849,20.293,65.2508038585209
464,1999,Y.T.,1144.0,30.8,37142.857142857145,101.7321429,548.3689159,16.87715012,3000.9955440000012,92.36163985,215.0655881,6.619073605,188.7062091,5.807810998,64.67922475,1.9906325,810.6211682,24.94848769,10.738,20.039,65.06168831168831
465,2000,Y.T.,1261.0,30.4,41480.26315789474,102.9821429,813.5505936000003,24.74902261,3234.922526000001,98.40957816,234.3930236,7.13047017,209.1556057,6.36272268,66.50151211,2.0230425,850.2704798,25.86607827,10.573,19.848,65.28947368421053
466,2001,Y.T.,1337.0,30.1,44418.604651162794,106.4910714,911.3307828,27.45748515,3826.043984,115.27487920000002,252.1429574,7.596815165,231.9115703,6.9872637,80.25316141,2.4179475,906.8016367,27.32102651,10.398,19.730999999999998,65.55149501661128
467,2002,Y.T.,1317.0,30.1,43754.15282392027,107.1339286,1100.747874,33.17323869,4058.320086,122.3055924,267.833289,8.07169183,269.9395631,8.135168613,85.92983708,2.5896675,964.2908505,29.06083336,10.302,19.835000000000004,65.89700996677742
468,2003,Y.T.,1359.0,30.6,44411.76470588235,109.1428571,1056.958122,32.31543763,4055.7639,124.0009255,289.5593194,8.852986633,295.7172276,9.041258517,75.75202787,2.3160425,1069.312066,32.69314711,10.377,20.197,66.00326797385621
469,2004,Y.T.,1463.0,30.9,47346.2783171521,110.7142857,1151.0615300000004,35.53902473,4274.599209,131.9782506,298.9217604,9.229209354,316.193452,9.762472831,93.81773279,2.8966225,1125.770891,34.75817625,10.353000000000002,20.522,66.41423948220064
470,2005,Y.T.,1572.0,31.1,50546.62379421222,112.4375,1165.200193,36.18063118,4788.880431000001,148.6995263,308.5236174,9.579966844,345.9150921,10.74100952,84.38972175,2.62038525,1232.738867,38.27777457,10.234839393000001,20.816160606,66.93299230225081
471,2006,Y.T.,1701.0,32.3,52662.538699690405,114.7321429,1209.069222,39.01787285,5388.771643,173.9010497,333.6605279,10.7675589,355.1945934,11.46248472,84.16215023,2.71599675,1460.502628,47.13188031,10.575,21.695999999999998,67.17027863777089
472,2007,Y.T.,1814.0,32.6,55644.17177914111,117.1964286,1574.269149,51.25348069,5388.441963,175.43150500000004,343.1722466,11.17265883,370.5991298,12.06559587,98.9289093,3.2208285,1456.225493,47.41033337,10.536999999999999,22.02,67.54601226993864
